trainloss,valloss
0.3736124331316813,0.08419500502686088
0.0825399182021659,0.06695186259607092
0.07372622396436762,0.05726140952752664
0.061270437012966826,0.04981444341142495
0.05377841667524277,0.047301799655915834
0.04891207155280165,0.04823925379269685
0.05035703088985293,0.04507256895214176
0.045846360619823084,0.04313157743756445
0.04513377696082758,0.04481417463364032
0.043070269097671816,0.044183234664766736
0.04257719567655303,0.04236692684263779
0.04006817825112842,0.039632977284968667
0.03808550154841737,0.044881864259085164
0.03653132061034091,0.04085035740848607
0.03745301624242916,0.04433582127818133
0.034932892419042794,0.03752449406340766
0.03468935557535607,0.03969413891676455
0.03151505501125296,0.040768179045512505
0.03188688159651427,0.04254811527267194
0.031029049098718068,0.04205136742362251
0.027678268621045356,0.04266091705880498
0.030302937831073608,0.03737942558505799
0.02762960144563048,0.03948302771851349
0.028883572602554516,0.04152651308070814
0.02903230017847356,0.042254841100284234
0.02716311982296438,0.044044285393073764
0.026326443839532667,0.04008296002202536
0.024326292894399873,0.04095669748307838
0.02562128562294172,0.044789130542015373
0.02626993961874087,0.040260931828808494
0.024619842117468347,0.04199157079542951
0.02360254904439863,0.04181599518312559
0.02354014514014768,0.0398470942178765
0.021523992127407014,0.042965172425073646
0.01822632806390416,0.042149905858353195
0.02301017118448093,0.04766972840876312
0.02127064931893923,0.04791109238272512
0.018672034904600936,0.05149114920659952
0.019952056315394366,0.0517470270218697
0.019643346474503387,0.04539717380924767
0.019331448623339402,0.04190407937820941
