trainloss,valloss
0.36637656068563135,0.08134557213634253
0.08188828074718049,0.06390032929201157
0.06737037628724431,0.05399606596582975
0.058409098875374425,0.05145940859802067
0.05390244531599568,0.049279664687883966
0.05054513400598064,0.044291510236246556
0.050169305841165766,0.044267885375003785
0.047223046876088776,0.04372126246109987
0.04483287832223764,0.04108448861501156
0.040658147893691675,0.04478325993150998
0.04015230879545191,0.041962023196109116
0.03998386012570346,0.0473058408854577
0.0372583780891792,0.041850626962677315
0.03400621805754902,0.039943703841298625
0.035331437382551206,0.039389435125019356
0.03623507395598945,0.03946100249483537
0.03451118909448993,0.03880675818072632
0.031140245230950787,0.03933227017823344
0.032109082549603304,0.039696621650737375
0.02910358435088429,0.04173696980340024
0.029378664406474412,0.04358588742504183
0.03002896080969303,0.040629690509283535
0.026508314199925744,0.039408579108287364
0.02723029890073237,0.04032679013415383
0.025456556891321425,0.03772726066997096
0.026394470785847397,0.0417213514271843
0.026885389325592295,0.04536710559794954
0.023405050380169594,0.04478919322578944
0.025232155005755007,0.04022613551373629
0.02547577589533207,0.038704820742191844
0.022437490431690917,0.037730293634992376
0.024027547332665943,0.046611855222391356
0.01973219869741321,0.04349205909686414
0.022854941271000108,0.04186398562272258
0.020226766989529885,0.040788203551365323
0.022603239361466892,0.042233853217345685
0.019592943015294174,0.041557229587059014
0.021106299827967447,0.041417191332864325
0.01785276029841043,0.04606861193893471
0.02003267971854734,0.04433598327849699
0.01986605189980242,0.04309594163742776
