trainloss,valloss
0.36736540410420676,0.0841684541426217
0.08502616066465062,0.06454291896751294
0.06846353481137786,0.060557687490915835
0.061972583487156514,0.052618778128630646
0.05451334139347611,0.04639389800230184
0.052559515186045215,0.047500910834433176
0.05011559972019856,0.04536126676845388
0.047123311644481775,0.04953386541455984
0.04597406607386219,0.04298129471657702
0.042769728944307576,0.04081234123366766
0.04211024231391892,0.041817709403590135
0.04021068860889922,0.04522555195636904
0.03667446035500719,0.03915656440539095
0.036923267707184924,0.04213103288501047
0.03428498298271935,0.04391151972529956
0.033738781951460475,0.04265119591339802
0.03347778111150828,0.0412737523998098
0.030468097074955538,0.039277507725786656
0.030196771461732726,0.04020155515284456
0.030403680799372022,0.03989244100655644
0.02926738747654133,0.03909136547232405
0.02965742847862916,0.0384922794414123
0.028711427581041168,0.03905038354106438
0.02769147556111762,0.04744354810939582
0.024779097130457815,0.04200481024543898
0.025076315093474227,0.04266693319704455
0.026823308218999906,0.0432404277798457
0.025372890068297866,0.041773001622809364
0.023811664956799344,0.04196447950455014
0.02259676174250385,0.042045533605955705
0.023328078860058114,0.04626981745110616
0.023329444884197807,0.04479015047661214
0.023319524187825874,0.04321261647727134
0.02017493590016548,0.04185903698257439
0.020200562019956566,0.044598274445608974
0.02107005013819933,0.04196247426182545
0.02138332223903339,0.044011029856613815
0.017776965322674032,0.044990730606234416
0.019807557953191657,0.057488763381069216
0.01952926237753577,0.04390091235967329
0.017856105939209853,0.04186614927946208
