trainloss,valloss
0.3640535727853357,0.0825791846638402
0.08076008408103982,0.0593401254960694
0.06562770028709233,0.057382459697038986
0.05898444514299707,0.05035052626417615
0.05515275423245206,0.04561240771092857
0.05186838655634809,0.046246272237159505
0.04850028918474625,0.04335934318936406
0.04829838818957957,0.04493226258991621
0.04477478617941189,0.041182445063709446
0.041667700012584956,0.04531842703298212
0.040613284538427975,0.04086329631704407
0.038269215491754695,0.04034033526729148
0.038322684523592915,0.04035935078326684
0.038907767162858944,0.03894461320343021
0.036369870058569585,0.04346838661093408
0.035450317100647485,0.045793060840925395
0.03322924591873603,0.04129816859942646
0.03253517924609867,0.045929782173912734
0.030848187164182243,0.04486867220876798
0.03060275958757719,0.03997089029200232
0.02974695977574801,0.04089227327159069
0.02820376947538886,0.041637780385103844
0.02954139121491668,0.040699641901786286
0.028098474937177247,0.0421482440176008
0.027269651238595583,0.04175167518424599
0.02627350091088424,0.039689727469708606
0.026762874090776507,0.04086132238257843
0.025285464170252524,0.040902504450059496
0.024957684681844738,0.04167995163152227
0.024086505744332264,0.04312521939050967
0.022705808248307494,0.04240469525542815
0.02083319589496945,0.049945923015072294
0.022273127935075545,0.04550859085569615
0.019681935117001777,0.0474289815823655
0.022039680744862847,0.04785858914300871
0.02060086557984761,0.05113926103196065
0.02216029971502258,0.05029681168852198
0.019466734037928164,0.043390642508781566
0.018747852459158852,0.05399916889972445
0.020833471333138513,0.046493587826448794
0.019989713088857546,0.04544170901424831
